CAMERA_DIS,CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
W26 7250,W26,7250,1652404,165240400,0,44.82791138,44.82791138,3.136998103,2.25200511
W27 7250,W27,7250,1652444,165244400,0,28.83403015,28.83403015,2.590352415,2.131536577
W28 7250,W28,7250,1652429,165242900,0,28.83403015,28.83403015,2.715001749,2.237269234
W29 7250,W29,7250,1652377,165237700,0,28.83403015,28.83403015,2.954565436,2.185884064
W30 7250,W30,7250,1652367,165236700,0,33.27481079,33.27481079,2.412448102,1.964498991
W31 7250,W31,7250,1652073,165207300,0,16.99882507,16.99882507,1.89766863,1.431069878
W32 7250,W32,7250,1652237,165223700,0,26.64503479,26.64503479,2.811205977,1.772595574
W33 7250,W33,7250,1652308,165230800,0,28.35929871,28.35929871,2.956496904,2.086097387
W34 7250,W34,7250,1652206,165220600,0,34.20999146,34.20999146,3.358429565,2.024900551
W35 7250,W35,7250,1652126,165212600,7.62939E-05,21.35488892,21.35481262,3.196723612,1.71546707
W36 7250,W36,7250,1652069,165206900,0,21.35488892,21.35488892,3.17650028,1.864726016
W37 7250,W37,7250,1652020,165202000,0,24.84854126,24.84854126,2.736179956,1.831114996
W38 7250,W38,7250,1651925,165192500,0,10.18185425,10.18185425,1.638866127,1.368239197
W39 7250,W39,7250,1651859,165185900,0,10.99711609,10.99711609,2.484615383,1.578263002
W40 7250,W40,7250,1651952,165195200,0,57.87301636,57.87301636,3.122758428,1.859451817
W41 7250,W41,7250,1651876,165187600,0,57.87301636,57.87301636,3.103845168,1.787434496
W42 7250,W42,7250,1651901,165190100,0,12.18566895,12.18566895,2.68848413,1.564825584
W43 7250,W43,7250,1651772,165177200,0,12.37916565,12.37916565,1.868306212,1.401267007
W44 7250,W44,7250,1651774,165177400,0.002914429,39.50592041,39.50300598,3.175513112,1.643896411
W45 7250,W45,7250,1651787,165178700,0,39.50592041,39.50592041,3.326572305,1.672258049
W46 7250,W46,7250,1651684,165168400,0.000808716,49.29589844,49.29508972,3.348887102,1.872226206
W47 7250,W47,7250,1651598,165159800,0.000518799,55.77877808,55.77825928,3.275956058,1.836251718
W48 7250,W48,7250,1651528,165152800,0.004699707,23.20803833,23.20333862,2.447930212,1.526859227
W49 7250,W49,7250,1651596,165159600,0.019104004,55.77877808,55.75967407,3.548605231,1.657953001
W50 7250,W50,7250,1651628,165162800,0,55.77877808,55.77877808,3.270727684,1.663695278
W51 7250,W51,7250,1651719,165171900,0,41.66342163,41.66342163,3.322525204,1.747678327
W52 7250,W52,7250,1651775,165177500,0,41.66342163,41.66342163,3.176029666,1.907717173
W53 7250,W53,7250,1651766,165176600,0,41.46655273,41.46655273,3.233853183,1.856867455
W54 7250,W54,7250,1651850,165185000,0,58.89157104,58.89157104,3.143042743,2.025832467
W55 7250,W55,7250,1652138,165213800,0,29.82427979,29.82427979,3.125289997,1.981651084
W56 7250,W56,7250,1652054,165205400,0,42.83309937,42.83309937,3.347889746,1.94381238
W57 7250,W57,7250,1652024,165202400,0,26.88870239,26.88870239,3.510989968,2.155196217
W58 7250,W58,7250,1651982,165198200,0,43.52105713,43.52105713,3.253487931,2.164688545
W59 7250,W59,7250,1652105,165210500,0,42.83309937,42.83309937,3.685384766,2.115120597
W60 7250,W60,7250,1652247,165224700,0,34.20999146,34.20999146,2.587342469,2.01467957
W61 7250,W61,7250,1652329,165232900,0,34.20999146,34.20999146,2.616917625,2.030101962
W62 7250,W62,7250,1652330,165233000,0,46.90548706,46.90548706,3.552057279,2.508673355
W63 7250,W63,7250,1652352,165235200,0,58.93960571,58.93960571,3.840909797,2.591505553
W64 7250,W64,7250,1652249,165224900,0,46.90548706,46.90548706,3.170424101,2.659179274
W65 7250,W65,7250,1652191,165219100,0,38.44963074,38.44963074,3.439225743,2.254445894
W66 7250,W66,7250,1652148,165214800,0,45.78289795,45.78289795,3.34717292,2.232365814
WB_ E1 7250,WB_ E1,7250,1652506,165250600,0,39.42156982,39.42156982,3.857457553,2.406082844
WB_ E10 7250,WB_ E10,7250,1652155,165215500,0,42.83309937,42.83309937,3.859447256,2.16311592
WB_ E2 7250,WB_ E2,7250,1652285,165228500,0,46.90548706,46.90548706,2.932204857,2.447389821
WB_ E3 7250,WB_ E3,7250,1651666,165166600,0,12.14881897,12.14881897,1.811217527,1.195603737
WB_ E4 7250,WB_ E4,7250,1652379,165237900,0.000106812,151.3274078,151.327301,2.387988696,1.536000494
WB_ E5 7250,WB_ E5,7250,1652512,165251200,0,39.42156982,39.42156982,3.222460152,2.366396904
WB_ E6 7250,WB_ E6,7250,1651731,165173100,0,12.37916565,12.37916565,1.677427299,1.310441313
WB_ E7 7250,WB_ E7,7250,1652446,165244600,0,44.82791138,44.82791138,2.831244337,2.237990638
WB_ E8 7250,WB_ E8,7250,1652000,165200000,0,57.87301636,57.87301636,3.515987608,2.165696048
WB_ E9 7250,WB_ E9,7250,1651977,165197700,0,58.89157104,58.89157104,3.092974706,2.315911842
WB_ H1 7250,WB_ H1,7250,1651661,165166100,0,55.77877808,55.77877808,2.998139433,1.861831934
WB_ H10 7250,WB_ H10,7250,1651711,165171100,0.010452271,49.29589844,49.28544617,3.674187357,1.813113976
WB_ H2 7250,WB_ H2,7250,1652406,165240600,0.000106812,20.12802124,20.12791443,2.87622116,1.757657073
WB_ H3 7250,WB_ H3,7250,1652234,165223400,0,34.20999146,34.20999146,3.417695632,2.075092819
WB_ H4 7250,WB_ H4,7250,1651801,165180100,0,41.46655273,41.46655273,2.997254042,1.815448841
WB_ H5 7250,WB_ H5,7250,1651989,165198900,0,57.87301636,57.87301636,3.264180942,1.923225018
WB_ H6 7250,WB_ H6,7250,876534,87653400,0,33.93460083,33.93460083,2.09722184,1.586930571
WB_ H7 7250,WB_ H7,7250,697296,69729600,0,18.52572632,18.52572632,2.257889728,1.631642598
WB_ H8 7250,WB_ H8,7250,1651960,165196000,0,58.89157104,58.89157104,2.980236147,2.098811471
WB_ H9 7250,WB_ H9,7250,1652436,165243600,0,27.0496521,27.0496521,3.491742896,2.05753504
WB_ S1 7250,WB_ S1,7250,837552,83755200,0,25.31025696,25.31025696,3.041027728,1.899064323
WB_ S10 7250,WB_ S10,7250,1652343,165234300,0,58.93960571,58.93960571,3.992901082,2.446838132
WB_ S11 7250,WB_ S11,7250,1652228,165222800,0,38.44963074,38.44963074,2.974392536,2.217619655
WB_ S12 7250,WB_ S12,7250,1652116,165211600,0,42.83309937,42.83309937,3.630275752,2.117230344
WB_ S13 7250,WB_ S13,7250,1651940,165194000,7.62939E-05,57.87301636,57.87294006,3.36192441,2.098813553
WB_ S14 7250,WB_ S14,7250,1651812,165181200,0,39.50592041,39.50592041,3.053123045,1.553225917
WB_ S15 7250,WB_ S15,7250,1651667,165166700,0.000808716,49.29589844,49.29508972,3.279863088,1.873512758
WB_ S16 7250,WB_ S16,7250,1652472,165247200,0,43.17373657,43.17373657,2.893711311,2.330170022
WB_ S17 7250,WB_ S17,7250,1652323,165232300,0,33.27481079,33.27481079,2.317578264,1.892976694
WB_ S18 7250,WB_ S18,7250,1652230,165223000,0,34.20999146,34.20999146,3.149149479,2.107487532
WB_ S19 7250,WB_ S19,7250,1652110,165211000,0,21.35488892,21.35488892,3.292322508,1.856183265
WB_ S2 7250,WB_ S2,7250,1466747,146674700,0,44.06253052,44.06253052,3.550802208,2.880852188
WB_ S20 7250,WB_ S20,7250,1651986,165198600,0,24.84854126,24.84854126,2.167838469,1.646669491
WB_ S21 7250,WB_ S21,7250,1651825,165182500,0,12.75418091,12.75418091,2.625298324,1.571271865
WB_ S22 7250,WB_ S22,7250,1651714,165171400,0,12.37916565,12.37916565,1.67940047,1.266112375
WB_ S23 7250,WB_ S23,7250,1342217,134221700,0,80.3848877,80.3848877,2.366901339,1.679689005
WB_ S24 7250,WB_ S24,7250,1652511,165251100,0,27.0496521,27.0496521,3.18495184,2.126046747
WB_ S25 7250,WB_ S25,7250,1652421,165242100,0,24.81521606,24.81521606,2.971438662,1.980960386
WB_ S26 7250,WB_ S26,7250,1652237,165223700,0,28.35929871,28.35929871,2.943248553,1.868823152
WB_ S27 7250,WB_ S27,7250,1652112,165211200,0,16.99882507,16.99882507,2.261126321,1.713028228
WB_ S28 7250,WB_ S28,7250,1652640,165264000,0,22.44308472,22.44308472,1.921566685,1.623780342
WB_ S29 7250,WB_ S29,7250,1652521,165252100,0,26.20523071,26.20523071,2.252594972,1.707940299
WB_ S3 7250,WB_ S3,7250,1652217,165221700,0,35.36520386,35.36520386,2.811916576,2.243029864
WB_ S4 7250,WB_ S4,7250,1652113,165211300,0,114.6127777,114.6127777,3.257310517,2.328023167
WB_ S5 7250,WB_ S5,7250,1651960,165196000,0,58.89157104,58.89157104,3.099736326,2.201415763
WB_ S6 7250,WB_ S6,7250,1651852,165185200,0,41.46655273,41.46655273,2.979571418,1.963164356
WB_ S7 7250,WB_ S7,7250,1651707,165170700,0,55.77877808,55.77877808,3.387088322,1.81597101
WB_ S8 7250,WB_ S8,7250,1563275,156327500,0,79.33703613,79.33703613,2.350531633,1.757756972
WB_ S9 7250,WB_ S9,7250,1652482,165248200,0,41.98947144,41.98947144,2.855291561,2.207630447
WB_ W1 7250,WB_ W1,7250,1652558,165255800,0,80.3848877,80.3848877,2.472453691,1.791252209
WB_ W10 7250,WB_ W10,7250,1652258,165225800,0,38.44963074,38.44963074,3.015518481,2.493302891
WB_ W2 7250,WB_ W2,7250,1652674,165267400,0,23.30554199,23.30554199,2.133485547,1.68512824
WB_ W3 7250,WB_ W3,7250,1652556,165255600,0,22.07466125,22.07466125,2.145056098,1.692952397
WB_ W4 7250,WB_ W4,7250,1652444,165244400,0,25.10891724,25.10891724,2.30915931,1.807120806
WB_ W5 7250,WB_ W5,7250,1652321,165232100,0,28.35929871,28.35929871,2.854208797,2.042302895
WB_ W6 7250,WB_ W6,7250,1652347,165234700,0.000106812,15.91018677,15.91007996,2.365330233,1.49965372
WB_ W7 7250,WB_ W7,7250,1625139,162513900,0,79.33703613,79.33703613,3.320820876,2.366978524
WB_ W8 7250,WB_ W8,7250,1652354,165235400,0,28.35929871,28.35929871,2.417539795,1.9652418
WB_ W9 7250,WB_ W9,7250,1652092,165209200,0,22.60935974,22.60935974,3.261324608,1.873757745
W01 7500,W01,7500,1087126,108712600,0,33.93460083,33.93460083,1.760415461,1.684636461
W02 7500,W02,7500,1533600,153360000,0,22.07466125,22.07466125,1.795569751,1.578542479
W03 7500,W03,7500,1768580,176858000,0,22.44308472,22.44308472,1.958368096,1.620441002
W04 7500,W04,7500,1768484,176848400,0,22.44308472,22.44308472,1.845807701,1.600750811
W05 7500,W05,7500,1762642,176264200,0,33.93460083,33.93460083,2.249858177,1.735465172
W06 7500,W06,7500,1768561,176856100,0,22.44308472,22.44308472,2.120514433,1.664735165
W07 7500,W07,7500,1768504,176850400,0,22.44308472,22.44308472,2.116348274,1.680391354
W08 7500,W08,7500,1768377,176837700,0,26.20523071,26.20523071,2.970984644,1.813783693
W09 7500,W09,7500,1768366,176836600,0,26.20523071,26.20523071,2.597948523,1.77577726
W10 7500,W10,7500,1768286,176828600,0.000106812,22.06221008,22.06210327,3.247317123,1.793113381
W11 7500,W11,7500,1768538,176853800,0,80.3848877,80.3848877,2.453912321,1.778439511
W12 7500,W12,7500,1759347,175934700,0,80.3848877,80.3848877,2.760041257,2.132277484
W13 7500,W13,7500,1768417,176841700,0,27.0496521,27.0496521,2.543131833,1.885009695
W14 7500,W14,7500,1768413,176841300,0,27.0496521,27.0496521,2.739525862,1.892858703
W15 7500,W15,7500,1768351,176835100,0,18.16313171,18.16313171,3.17527089,1.895625584
W16 7500,W16,7500,718319,71831900,0,18.63026428,18.63026428,2.24084055,1.560089604
W17 7500,W17,7500,1245642,124564200,0,18.52572632,18.52572632,2.215955293,1.361357322
W18 7500,W18,7500,1592325,159232500,0,18.52572632,18.52572632,2.181388308,1.47688512
W19 7500,W19,7500,1681658,168165800,0,79.33703613,79.33703613,2.580524129,2.00812646
W20 7500,W20,7500,1756987,175698700,0,31.40023804,31.40023804,2.27575651,1.672879694
W21 7500,W21,7500,1447859,144785900,0,19.76654053,19.76654053,2.017689374,1.392958932
W22 7500,W22,7500,1768450,176845000,0,79.33703613,79.33703613,2.976609302,2.352515247
W23 7500,W23,7500,1768427,176842700,0,25.10891724,25.10891724,2.243657682,1.691546669
W24 7500,W24,7500,1713203,171320300,0,43.17373657,43.17373657,2.604094682,2.146684573
W25 7500,W25,7500,1768421,176842100,0,43.17373657,43.17373657,2.488878396,2.045285014
W26 7500,W26,7500,1768347,176834700,0,44.82791138,44.82791138,3.129606324,2.249072106
W27 7500,W27,7500,1768369,176836900,0,28.83403015,28.83403015,2.632666826,2.158838563
W28 7500,W28,7500,1768358,176835800,0,28.83403015,28.83403015,2.708396274,2.229194775
W29 7500,W29,7500,1768314,176831400,0,28.83403015,28.83403015,2.925042286,2.164227704
W30 7500,W30,7500,1768287,176828700,0,33.27481079,33.27481079,2.457678832,1.975009004
W31 7500,W31,7500,1767968,176796800,0,16.99882507,16.99882507,1.921148217,1.441335197
W32 7500,W32,7500,1768135,176813500,0,26.64503479,26.64503479,2.814266779,1.772833012
W33 7500,W33,7500,1768184,176818400,0,28.35929871,28.35929871,2.954939258,2.080647436
W34 7500,W34,7500,1768109,176810900,0,34.20999146,34.20999146,3.397096159,2.031638943
W35 7500,W35,7500,1768041,176804100,7.62939E-05,21.35488892,21.35481262,3.17325406,1.724182978
W36 7500,W36,7500,1767974,176797400,0,21.35488892,21.35488892,3.14412026,1.859307425
W37 7500,W37,7500,1767901,176790100,0,24.84854126,24.84854126,2.723383592,1.833902082
W38 7500,W38,7500,1767789,176778900,0,12.39901733,12.39901733,1.664523147,1.398907494
W39 7500,W39,7500,1767748,176774800,0,10.99711609,10.99711609,2.453404877,1.575823269
W40 7500,W40,7500,1767821,176782100,0,57.87301636,57.87301636,3.134202886,1.859031215
W41 7500,W41,7500,1767761,176776100,0,57.87301636,57.87301636,3.112902774,1.789448389
W42 7500,W42,7500,1767807,176780700,0,15.89254761,15.89254761,2.696701021,1.563017511
W43 7500,W43,7500,1767637,176763700,0,12.37916565,12.37916565,1.872869284,1.408185065
W44 7500,W44,7500,1767664,176766400,4.57764E-05,39.50592041,39.50587463,3.17784037,1.647416754
W45 7500,W45,7500,1767662,176766200,0,39.50592041,39.50592041,3.306715697,1.690652735
W46 7500,W46,7500,1767574,176757400,0.000808716,49.29589844,49.29508972,3.339478942,1.867486929
W47 7500,W47,7500,1767467,176746700,0.000518799,55.77877808,55.77825928,3.264398464,1.827328364
W48 7500,W48,7500,1767375,176737500,0.004699707,24.69689941,24.69219971,2.427789574,1.538538619
W49 7500,W49,7500,1767475,176747500,0.019104004,55.77877808,55.75967407,3.520926746,1.659597226
W50 7500,W50,7500,1767482,176748200,0,55.77877808,55.77877808,3.279425901,1.671807733
W51 7500,W51,7500,1767567,176756700,0,49.20129395,49.20129395,3.353501346,1.758712234
W52 7500,W52,7500,1767664,176766400,0,41.66342163,41.66342163,3.143437848,1.898689526
W53 7500,W53,7500,1767646,176764600,0,41.46655273,41.46655273,3.255849434,1.863041334
W54 7500,W54,7500,1767760,176776000,0,58.89157104,58.89157104,3.154228009,2.016748697
W55 7500,W55,7500,1768054,176805400,0,29.82427979,29.82427979,3.152636419,1.99047527
W56 7500,W56,7500,1767959,176795900,0,42.83309937,42.83309937,3.377038943,1.959108665
W57 7500,W57,7500,1767903,176790300,0,26.88870239,26.88870239,3.517485167,2.163914737
W58 7500,W58,7500,1767900,176790000,0,43.52105713,43.52105713,3.276365947,2.177679764
W59 7500,W59,7500,1768016,176801600,0,42.83309937,42.83309937,3.642844745,2.104179188
W60 7500,W60,7500,1768173,176817300,0,34.20999146,34.20999146,2.634406932,2.04350412
W61 7500,W61,7500,1768227,176822700,0,34.20999146,34.20999146,2.608844144,2.019932436
W62 7500,W62,7500,1768245,176824500,0,46.90548706,46.90548706,3.485738406,2.49774129
W63 7500,W63,7500,1768275,176827500,0,58.93960571,58.93960571,3.762611074,2.601356644
W64 7500,W64,7500,1768157,176815700,0,46.90548706,46.90548706,3.191739989,2.639759096
W65 7500,W65,7500,1768126,176812600,0,38.44963074,38.44963074,3.405097985,2.266909056
W66 7500,W66,7500,1768052,176805200,0,45.78289795,45.78289795,3.295314123,2.224149352
WB_ E1 7500,WB_ E1,7500,1768424,176842400,0,39.42156982,39.42156982,3.823768236,2.391363188
WB_ E10 7500,WB_ E10,7500,1768060,176806000,0,42.83309937,42.83309937,3.852295177,2.169875472
WB_ E2 7500,WB_ E2,7500,1768191,176819100,0,46.90548706,46.90548706,2.963062041,2.441104173
WB_ E3 7500,WB_ E3,7500,1767568,176756800,0,12.14881897,12.14881897,1.816535543,1.219885865
WB_ E4 7500,WB_ E4,7500,1768300,176830000,0.000106812,151.3274078,151.327301,2.389663864,1.527093667
WB_ E5 7500,WB_ E5,7500,1768445,176844500,0,39.42156982,39.42156982,3.221078624,2.365523466
WB_ E6 7500,WB_ E6,7500,1767620,176762000,0,12.37916565,12.37916565,1.658776947,1.297827887
WB_ E7 7500,WB_ E7,7500,1768377,176837700,0,44.82791138,44.82791138,2.856188848,2.234558124
WB_ E8 7500,WB_ E8,7500,1767877,176787700,0,57.87301636,57.87301636,3.510323796,2.155514036
WB_ E9 7500,WB_ E9,7500,1767843,176784300,0,58.89157104,58.89157104,3.077334229,2.310251007
WB_ H1 7500,WB_ H1,7500,1767519,176751900,0,55.77877808,55.77877808,3.003841407,1.857931731
WB_ H10 7500,WB_ H10,7500,1767586,176758600,0.000808716,49.29589844,49.29508972,3.627673135,1.806559648
WB_ H2 7500,WB_ H2,7500,1768354,176835400,0.000106812,20.12802124,20.12791443,2.871141285,1.752324215
WB_ H3 7500,WB_ H3,7500,1768163,176816300,0,34.20999146,34.20999146,3.37561735,2.063341612
WB_ H4 7500,WB_ H4,7500,1767730,176773000,0,41.46655273,41.46655273,2.991926196,1.815833296
WB_ H5 7500,WB_ H5,7500,1767856,176785600,0,57.87301636,57.87301636,3.257767327,1.915915822
WB_ H6 7500,WB_ H6,7500,936241,93624100,0,33.93460083,33.93460083,2.10961563,1.611889833
WB_ H7 7500,WB_ H7,7500,745452,74545200,0,18.52572632,18.52572632,2.273902234,1.623177178
WB_ H8 7500,WB_ H8,7500,1767842,176784200,0,58.89157104,58.89157104,3.01634534,2.10841125
WB_ H9 7500,WB_ H9,7500,1768383,176838300,0,39.42156982,39.42156982,3.445444777,2.089527899
WB_ S1 7500,WB_ S1,7500,888553,88855300,0,25.31025696,25.31025696,3.028669527,1.892634592
WB_ S10 7500,WB_ S10,7500,1768268,176826800,0,58.93960571,58.93960571,3.970544295,2.449247283
WB_ S11 7500,WB_ S11,7500,1768103,176810300,0,38.44963074,38.44963074,2.956762245,2.223507045
WB_ S12 7500,WB_ S12,7500,1768025,176802500,0,42.83309937,42.83309937,3.644154019,2.111242385
WB_ S13 7500,WB_ S13,7500,1767876,176787600,7.62939E-05,57.87301636,57.87294006,3.336078044,2.081084135
WB_ S14 7500,WB_ S14,7500,1767700,176770000,0,39.50592041,39.50592041,3.078665533,1.584316707
WB_ S15 7500,WB_ S15,7500,1767540,176754000,0.000808716,49.29589844,49.29508972,3.276265275,1.874497295
WB_ S16 7500,WB_ S16,7500,1768397,176839700,0,43.17373657,43.17373657,2.874111236,2.331006608
WB_ S17 7500,WB_ S17,7500,1768258,176825800,0,33.27481079,33.27481079,2.388034423,1.945217569
WB_ S18 7500,WB_ S18,7500,1768147,176814700,0,34.20999146,34.20999146,3.14646983,2.092338972
WB_ S19 7500,WB_ S19,7500,1767989,176798900,0,21.35488892,21.35488892,3.27831112,1.846086932
WB_ S2 7500,WB_ S2,7500,1556213,155621300,0,44.06253052,44.06253052,3.532971322,2.851105612
WB_ S20 7500,WB_ S20,7500,1767893,176789300,0,24.84854126,24.84854126,2.212978749,1.690715623
WB_ S21 7500,WB_ S21,7500,1767714,176771400,0,12.75418091,12.75418091,2.60102674,1.573913394
WB_ S22 7500,WB_ S22,7500,1767614,176761400,0,12.37916565,12.37916565,1.665133105,1.267307483
WB_ S23 7500,WB_ S23,7500,1412891,141289100,0,80.3848877,80.3848877,2.356961469,1.700190265
WB_ S24 7500,WB_ S24,7500,1768457,176845700,0,27.0496521,27.0496521,3.179925896,2.152243837
WB_ S25 7500,WB_ S25,7500,1768322,176832200,0,24.81521606,24.81521606,2.985592144,1.986980629
WB_ S26 7500,WB_ S26,7500,1768173,176817300,0,28.35929871,28.35929871,2.972383966,1.88287721
WB_ S27 7500,WB_ S27,7500,1768010,176801000,0,17.86663055,17.86663055,2.255343816,1.706199388
WB_ S28 7500,WB_ S28,7500,1768583,176858300,0,22.44308472,22.44308472,1.962511087,1.650638778
WB_ S29 7500,WB_ S29,7500,1768457,176845700,0,26.20523071,26.20523071,2.282454653,1.716401295
WB_ S3 7500,WB_ S3,7500,1768130,176813000,0,35.36520386,35.36520386,2.830845482,2.256048059
WB_ S4 7500,WB_ S4,7500,1768013,176801300,0,114.6127777,114.6127777,3.288272341,2.321124181
WB_ S5 7500,WB_ S5,7500,1767866,176786600,0,58.89157104,58.89157104,3.111831122,2.198697595
WB_ S6 7500,WB_ S6,7500,1767751,176775100,0,41.46655273,41.46655273,2.977548752,1.95727339
WB_ S7 7500,WB_ S7,7500,1767561,176756100,0,55.77877808,55.77877808,3.40142976,1.810253685
WB_ S8 7500,WB_ S8,7500,1659766,165976600,0,79.33703613,79.33703613,2.368545221,1.771662466
WB_ S9 7500,WB_ S9,7500,1768423,176842300,0,41.98947144,41.98947144,2.843323539,2.205887917
WB_ W1 7500,WB_ W1,7500,1768513,176851300,0,80.3848877,80.3848877,2.440514491,1.772629648
WB_ W10 7500,WB_ W10,7500,1768178,176817800,0,38.44963074,38.44963074,3.044838852,2.497882804
WB_ W2 7500,WB_ W2,7500,1768620,176862000,0,23.30554199,23.30554199,2.161885274,1.707872425
WB_ W3 7500,WB_ W3,7500,1768469,176846900,0,22.07466125,22.07466125,2.176772297,1.712580859
WB_ W4 7500,WB_ W4,7500,1768396,176839600,0,27.90631104,27.90631104,2.347136744,1.836476126
WB_ W5 7500,WB_ W5,7500,1768250,176825000,0,28.35929871,28.35929871,2.892456763,2.043011658
WB_ W6 7500,WB_ W6,7500,1768298,176829800,0.000106812,15.91018677,15.91007996,2.373127467,1.486924543
WB_ W7 7500,WB_ W7,7500,1720736,172073600,0,79.33703613,79.33703613,3.311124143,2.34792157
WB_ W8 7500,WB_ W8,7500,1768290,176829000,0,28.35929871,28.35929871,2.450549711,1.987411372
WB_ W9 7500,WB_ W9,7500,1767996,176799600,0,22.60935974,22.60935974,3.258986628,1.874139446
W01 7750,W01,7750,1140035,114003500,0,33.93460083,33.93460083,1.775121135,1.685932469
W02 7750,W02,7750,1617320,161732000,0,22.07466125,22.07466125,1.79224785,1.57439644
W03 7750,W03,7750,1888458,188845800,0,22.44308472,22.44308472,1.96622708,1.607286697
W04 7750,W04,7750,1886095,188609500,0,22.44308472,22.44308472,1.885899701,1.619654293
W05 7750,W05,7750,1870780,187078000,0,33.93460083,33.93460083,2.244934515,1.741153057
W06 7750,W06,7750,1888461,188846100,0,22.44308472,22.44308472,2.144811547,1.675011431
W07 7750,W07,7750,1888407,188840700,0,22.44308472,22.44308472,2.112839005,1.672974065
W08 7750,W08,7750,1888223,188822300,0,26.20523071,26.20523071,2.987487832,1.818594243
W09 7750,W09,7750,1888237,188823700,0,26.20523071,26.20523071,2.634755934,1.78040594
W10 7750,W10,7750,1888153,188815300,0.000106812,22.06221008,22.06210327,3.233453553,1.788702245
W11 7750,W11,7750,1887142,188714200,0,80.3848877,80.3848877,2.43533759,1.772767127
W12 7750,W12,7750,1872196,187219600,0,80.3848877,80.3848877,2.769411622,2.139050874
W13 7750,W13,7750,1888304,188830400,0,27.0496521,27.0496521,2.533447309,1.876459309
W14 7750,W14,7750,1888240,188824000,0,27.0496521,27.0496521,2.738227876,1.894077999
W15 7750,W15,7750,1888206,188820600,0,25.40664673,25.40664673,3.178303477,1.910530541
W16 7750,W16,7750,746987,74698700,0,18.63026428,18.63026428,2.256355694,1.55431294
W17 7750,W17,7750,1305868,130586800,0,18.63026428,18.63026428,2.22580071,1.37742883
W18 7750,W18,7750,1694833,169483300,0,18.52572632,18.52572632,2.198159121,1.48386242
W19 7750,W19,7750,1781254,178125400,0,79.33703613,79.33703613,2.568995051,2.005549192
W20 7750,W20,7750,1866700,186670000,0,79.33703613,79.33703613,2.302574126,1.71164643
W21 7750,W21,7750,1546562,154656200,0,19.76654053,19.76654053,2.013421558,1.389373809
W22 7750,W22,7750,1888303,188830300,0,79.33703613,79.33703613,2.947003852,2.354934336
W23 7750,W23,7750,1888286,188828600,0,25.10891724,25.10891724,2.283285646,1.71191164
W24 7750,W24,7750,1815864,181586400,0,43.17373657,43.17373657,2.596503268,2.145671177
W25 7750,W25,7750,1888283,188828300,0,43.17373657,43.17373657,2.523835032,2.072752322
W26 7750,W26,7750,1888198,188819800,0,44.82791138,44.82791138,3.119032246,2.241704836
W27 7750,W27,7750,1888214,188821400,0,32.42150879,32.42150879,2.661084221,2.164522817
W28 7750,W28,7750,1888180,188818000,0,39.42156982,39.42156982,2.715088257,2.222598529
W29 7750,W29,7750,1888189,188818900,0,28.83403015,28.83403015,2.908473409,2.167662281
W30 7750,W30,7750,1888140,188814000,0,33.27481079,33.27481079,2.501063906,1.996241454
W31 7750,W31,7750,1887795,188779500,0,16.99882507,16.99882507,1.9464369,1.454074645
W32 7750,W32,7750,1888000,188800000,0,26.64503479,26.64503479,2.812468528,1.771994467
W33 7750,W33,7750,1888081,188808100,0,28.35929871,28.35929871,2.952457302,2.078086963
W34 7750,W34,7750,1887961,188796100,0,34.20999146,34.20999146,3.434072191,2.036627531
W35 7750,W35,7750,1887884,188788400,7.62939E-05,21.35488892,21.35481262,3.152324844,1.734527083
W36 7750,W36,7750,1887809,188780900,0,21.35488892,21.35488892,3.108330391,1.854813918
W37 7750,W37,7750,1887750,188775000,0,24.84854126,24.84854126,2.710891831,1.836519528
W38 7750,W38,7750,1887633,188763300,0,13.24990845,13.24990845,1.687436856,1.422019463
W39 7750,W39,7750,1887560,188756000,0,10.99711609,10.99711609,2.421542728,1.569749297
W40 7750,W40,7750,1887660,188766000,0,57.87301636,57.87301636,3.151032303,1.856497711
W41 7750,W41,7750,1887574,188757400,0,57.87301636,57.87301636,3.123549674,1.788106505
W42 7750,W42,7750,1887602,188760200,0,15.89254761,15.89254761,2.709865628,1.565089329
W43 7750,W43,7750,1887443,188744300,0,12.37916565,12.37916565,1.87155868,1.409243858
W44 7750,W44,7750,1887465,188746500,0,39.50592041,39.50592041,3.167317336,1.657041147
W45 7750,W45,7750,1887481,188748100,0,39.50592041,39.50592041,3.28525757,1.682191144
W46 7750,W46,7750,1887372,188737200,0.000808716,49.29589844,49.29508972,3.321361248,1.855392052
W47 7750,W47,7750,1887266,188726600,0.000518799,55.77877808,55.77825928,3.259636425,1.821199783
W48 7750,W48,7750,1887166,188716600,0.004699707,24.69689941,24.69219971,2.406026659,1.544929777
W49 7750,W49,7750,1887247,188724700,0.019104004,55.77877808,55.75967407,3.501532408,1.665058198
W50 7750,W50,7750,1887309,188730900,0,55.77877808,55.77877808,3.297719036,1.719347168
W51 7750,W51,7750,1887377,188737700,0,49.20129395,49.20129395,3.386495612,1.771876924
W52 7750,W52,7750,1887456,188745600,0,41.66342163,41.66342163,3.111868327,1.889962864
W53 7750,W53,7750,1887449,188744900,0,41.46655273,41.46655273,3.26270539,1.853381705
W54 7750,W54,7750,1887550,188755000,0,58.89157104,58.89157104,3.16298879,2.017865923
